"代码","简称","时间","市盈率TTM","收盘价(元)","PE市盈率","PB市净率"
"603118.SH","共进股份","2015-05-08","62.2458","43.0000","66.5726","9.9651"
"603118.SH","共进股份","2015-05-15","83.7858","57.8800","89.6098","13.4135"
"603118.SH","共进股份","2015-05-22","86.7678","59.9400","92.7991","13.8909"
"603118.SH","共进股份","2015-05-29","100.9830","69.9876","108.0025","16.1666"
"603118.SH","共进股份","2015-06-05","112.7518","78.1441","120.5893","18.0507"
"603118.SH","共进股份","2015-06-12","112.7518","78.1441","120.5893","18.0507"
"603118.SH","共进股份","2015-06-19","101.4752","70.3287","108.5289","16.2454"
"603118.SH","共进股份","2015-06-26","73.0013","50.5945","78.0758","11.6870"
"603118.SH","共进股份","2015-07-03","65.7055","45.5381","70.2728","10.5190"
"603118.SH","共进股份","2015-07-10","65.7055","45.5381","70.2728","10.5190"
"603118.SH","共进股份","2015-07-17","60.2916","41.7859","64.4826","9.6522"
"603118.SH","共进股份","2015-07-24","68.9626","47.7954","73.7563","11.0404"
"603118.SH","共进股份","2015-07-31","51.6785","35.8165","55.2708","8.2733"
"603118.SH","共进股份","2015-08-07","56.6582","39.2677","60.5966","9.0705"
"603118.SH","共进股份","2015-08-14","62.0287","42.9898","66.3404","9.9303"
"603118.SH","共进股份","2015-08-21","50.9547","35.3148","54.4967","8.1575"
"603118.SH","共进股份","2015-08-26","41.3428","28.6532","44.2166","6.6187"
"603123.SH","翠微股份","2012-05-04","25.6618","12.6700","29.6822","4.5431"
"603123.SH","翠微股份","2012-05-11","24.0010","11.8500","27.7612","4.2491"
"603123.SH","翠微股份","2012-05-18","23.7579","11.7300","27.4800","4.2060"
"603123.SH","翠微股份","2012-05-25","21.6920","10.7100","25.0905","3.8403"
"603123.SH","翠微股份","2012-06-01","22.1174","10.9200","25.5824","3.9156"
"603123.SH","翠微股份","2012-06-08","20.7806","10.2600","24.0362","3.6789"
"603123.SH","翠微股份","2012-06-15","21.0439","10.3900","24.3408","3.7256"
"603123.SH","翠微股份","2012-06-21","22.0363","10.8800","25.4887","3.9013"
"603123.SH","翠微股份","2012-06-29","20.2742","10.0100","23.4506","3.5893"
"603123.SH","翠微股份","2012-07-06","20.6186","10.1800","23.8488","3.6503"
"603123.SH","翠微股份","2012-07-13","20.1325","9.9400","23.2866","3.5642"
"603123.SH","翠微股份","2012-07-20","20.3350","10.1380","23.5208","3.6001"
"603123.SH","翠微股份","2012-07-27","19.0793","9.5120","22.0684","3.3777"
"603123.SH","翠微股份","2012-08-03","18.5932","9.2696","21.5061","3.2917"
"603123.SH","翠微股份","2012-08-10","18.9780","9.4615","21.9512","3.3598"
"603123.SH","翠微股份","2012-08-17","18.1273","9.0374","20.9673","3.2092"
"603123.SH","翠微股份","2012-08-24","18.6134","9.2797","21.5295","3.2953"
"603123.SH","翠微股份","2012-08-31","19.7777","9.4413","21.9044","3.3526"
"603123.SH","翠微股份","2012-09-07","20.5815","9.8250","22.7946","3.4889"
"603123.SH","翠微股份","2012-09-14","20.4546","9.7644","22.6540","3.4674"
"603123.SH","翠微股份","2012-09-21","18.8682","9.0071","20.8970","3.1985"
"603123.SH","翠微股份","2012-09-28","18.7412","8.9465","20.7564","3.1769"
"603123.SH","翠微股份","2012-10-12","18.5720","8.8657","20.5690","3.1483"
"603123.SH","翠微股份","2012-10-19","18.7201","8.9364","20.7330","3.1734"
"603123.SH","翠微股份","2012-10-26","17.6625","8.4315","19.5617","2.9941"
"603123.SH","翠微股份","2012-11-02","19.0471","8.5527","19.8428","3.0371"
"603123.SH","翠微股份","2012-11-09","17.9902","8.0781","18.7417","2.8686"
"603123.SH","翠微股份","2012-11-16","17.2031","7.7247","17.9218","2.7431"
"603123.SH","翠微股份","2012-11-23","17.3830","7.8055","18.1092","2.7718"
"603123.SH","翠微股份","2012-11-30","15.3591","6.8967","16.0007","2.4490"
"603123.SH","翠微股份","2012-12-07","16.0787","7.2198","16.7504","2.5638"
"603123.SH","翠微股份","2012-12-14","16.7534","7.5227","17.4532","2.6714"
"603123.SH","翠微股份","2012-12-21","17.4505","7.8357","18.1795","2.7825"
"603123.SH","翠微股份","2012-12-28","18.7998","8.4416","19.5851","2.9977"
"603123.SH","翠微股份","2013-01-04","18.6873","8.3911","17.2857","1.5819"
"603123.SH","翠微股份","2013-01-11","18.1701","8.1589","16.8073","1.5381"
"603123.SH","翠微股份","2013-01-18","19.1146","8.5830","17.6809","1.6181"
"603123.SH","翠微股份","2013-01-25","18.4175","8.2699","17.0361","1.5590"
"603123.SH","翠微股份","2013-02-01","19.2270","8.6335","17.7849","1.6276"
"603123.SH","翠微股份","2013-02-08","20.2390","9.0879","18.7210","1.7132"
"603123.SH","翠微股份","2013-02-22","19.1371","8.5931","17.7017","1.6200"
"603123.SH","翠微股份","2013-03-01","19.6993","8.8455","18.2217","1.6675"
"603123.SH","翠微股份","2013-03-08","19.1371","8.5931","17.7017","1.6200"
"603123.SH","翠微股份","2013-03-15","20.0366","8.9970","18.5338","1.6961"
"603123.SH","翠微股份","2013-03-22","18.9122","8.4921","17.4937","1.6009"
"603123.SH","翠微股份","2013-03-29","17.7653","7.9771","16.4328","1.5038"
"603123.SH","翠微股份","2013-04-03","15.8296","7.6843","15.8296","1.4486"
"603123.SH","翠微股份","2013-04-12","15.7464","7.6439","15.7464","1.4410"
"603123.SH","翠微股份","2013-04-19","16.3496","7.9367","16.3496","1.4962"
"603123.SH","翠微股份","2013-04-26","15.0600","7.3107","15.0600","1.3782"
"603123.SH","翠微股份","2013-05-03","15.3015","7.6136","15.6840","1.4353"
"603123.SH","翠微股份","2013-05-10","15.8900","7.9064","16.2872","1.4905"
"603123.SH","翠微股份","2013-05-17","15.9306","8.1307","16.3288","1.4943"
"603123.SH","翠微股份","2013-05-24","16.3364","8.3378","16.7449","1.5324"
"603123.SH","翠微股份","2013-05-31","16.7220","8.5346","17.1401","1.5686"
"603123.SH","翠微股份","2013-06-07","15.6465","7.9857","16.0376","1.4677"
"603123.SH","翠微股份","2013-06-14","15.1797","7.7474","15.5592","1.4239"
"603123.SH","翠微股份","2013-06-21","14.3679","7.3331","14.7272","1.3477"
"603123.SH","翠微股份","2013-06-28","13.4547","6.8670","13.7911","1.2621"
"603123.SH","翠微股份","2013-07-05","13.7185","7.0017","14.0615","1.2868"
"603123.SH","翠微股份","2013-07-12","14.0838","7.1881","14.4359","1.3211"
"603123.SH","翠微股份","2013-07-19","14.8347","7.5714","15.2056","1.3915"
"603123.SH","翠微股份","2013-07-26","13.8809","7.0747","14.2279","1.3021"
"603123.SH","翠微股份","2013-08-02","14.2665","7.2712","14.6232","1.3382"
"603123.SH","翠微股份","2013-08-09","15.4232","7.8607","15.8088","1.4467"
"603123.SH","翠微股份","2013-08-16","14.7738","7.5297","15.1432","1.3858"
"603123.SH","翠微股份","2013-08-23","15.2609","7.7780","15.6424","1.4315"
"603123.SH","翠微股份","2013-08-30","15.4695","8.0159","16.1208","1.4753"
"603123.SH","翠微股份","2013-09-06","15.0702","7.8090","15.7048","1.4372"
"603123.SH","翠微股份","2013-09-13","16.1282","8.3572","16.8073","1.5381"
"603123.SH","翠微股份","2013-09-18","16.0084","8.2951","16.6825","1.5267"
"603123.SH","翠微股份","2013-09-27","16.0084","8.2951","16.6825","1.5267"
"603123.SH","翠微股份","2013-09-30","16.0084","8.2951","16.6825","1.5267"
"603123.SH","翠微股份","2013-10-11","16.0084","8.2951","16.6825","1.5267"
"603123.SH","翠微股份","2013-10-18","16.0084","8.2951","16.6825","1.5267"
"603123.SH","翠微股份","2013-10-25","16.0084","8.2951","16.6825","1.5267"
"603123.SH","翠微股份","2013-11-01","17.8355","8.2951","16.6825","1.5267"
"603123.SH","翠微股份","2013-11-08","17.8355","8.2951","16.6825","1.5267"
"603123.SH","翠微股份","2013-11-15","17.8355","8.2951","16.6825","1.5267"
"603123.SH","翠微股份","2013-11-22","17.8355","8.2951","16.6825","1.5267"
"603123.SH","翠微股份","2013-11-29","17.8355","8.2951","16.6825","1.5267"
"603123.SH","翠微股份","2013-12-06","17.8355","8.2951","16.6825","1.5267"
"603123.SH","翠微股份","2013-12-13","17.8355","8.2951","16.6825","1.5267"
"603123.SH","翠微股份","2013-12-20","20.9266","9.7328","19.5738","1.7913"
"603123.SH","翠微股份","2013-12-27","19.7035","9.1640","18.4298","1.6866"
"603123.SH","翠微股份","2014-01-03","19.9259","9.2674","20.6868","1.6331"
"603123.SH","翠微股份","2014-01-10","18.4137","8.5641","19.1168","1.5092"
"603123.SH","翠微股份","2014-01-17","18.3914","8.5537","19.0938","1.5074"
"603123.SH","翠微股份","2014-01-24","19.5478","9.0916","20.2943","1.6022"
"603123.SH","翠微股份","2014-01-30","19.1920","8.9261","19.9249","1.5730"
"603123.SH","翠微股份","2014-02-07","19.0141","8.8433","19.7402","1.5584"
"603123.SH","翠微股份","2014-02-14","20.5486","9.5570","21.3333","1.6842"
"603123.SH","翠微股份","2014-02-21","20.2150","9.4018","20.9870","1.6568"
"603123.SH","翠微股份","2014-02-28","19.3255","8.9881","20.0635","1.5839"
"603123.SH","翠微股份","2014-03-07","18.9919","8.8330","19.7171","1.5566"
"603123.SH","翠微股份","2014-03-14","18.4581","8.5847","19.1630","1.5128"
"603123.SH","翠微股份","2014-03-21","18.7695","8.7295","19.4863","1.5384"
"603123.SH","翠微股份","2014-03-28","18.5471","8.6261","19.2554","1.5201"
"603123.SH","翠微股份","2014-04-04","19.2810","8.9674","20.0173","1.5803"
"603123.SH","翠微股份","2014-04-11","20.7792","9.3088","20.7792","1.6404"
"603123.SH","翠微股份","2014-04-18","20.4329","9.1536","20.4329","1.6131"
"603123.SH","翠微股份","2014-04-25","19.2785","8.6365","19.2785","1.5220"
"603123.SH","翠微股份","2014-04-30","22.5586","8.5330","19.0476","1.5037"
"603123.SH","翠微股份","2014-05-09","23.2695","8.8019","19.6479","1.5511"
"603123.SH","翠微股份","2014-05-16","22.6133","8.5537","19.0938","1.5074"
"603123.SH","翠微股份","2014-05-23","22.9961","8.6985","19.4170","1.5329"
"603123.SH","翠微股份","2014-05-30","22.8867","8.6571","19.3246","1.5256"
"603123.SH","翠微股份","2014-06-06","24.2812","9.1846","20.5021","1.6186"
"603123.SH","翠微股份","2014-06-13","24.0352","9.0916","20.2943","1.6022"
"603123.SH","翠微股份","2014-06-20","22.7773","8.7959","19.2323","1.5183"
"603123.SH","翠微股份","2014-06-27","23.1328","8.9332","19.5324","1.5420"
"603123.SH","翠微股份","2014-07-04","23.8711","9.2183","20.1558","1.5912"
"603123.SH","翠微股份","2014-07-11","24.3359","9.3978","20.5483","1.6222"
"603123.SH","翠微股份","2014-07-18","24.0898","9.3027","20.3405","1.6058"
"603123.SH","翠微股份","2014-07-25","24.9648","9.6406","21.0793","1.6641"
"603123.SH","翠微股份","2014-08-01","26.3594","10.1792","22.2568","1.7571"
"603123.SH","翠微股份","2014-08-08","26.1680","10.1052","22.0952","1.7443"
"603123.SH","翠微股份","2014-08-15","27.3984","10.5804","23.1342","1.8264"
"603123.SH","翠微股份","2014-08-22","27.2070","10.5065","22.9725","1.8136"
"603123.SH","翠微股份","2014-08-29","28.9583","10.0102","21.8874","1.7279"
"603123.SH","翠微股份","2014-09-05","31.4020","10.8550","23.7344","1.8737"
"603123.SH","翠微股份","2014-09-12","30.9744","10.7071","23.4112","1.8482"
"603123.SH","翠微股份","2014-09-19","34.0596","11.7736","25.7431","2.0323"
"603123.SH","翠微股份","2014-09-26","34.8233","12.0376","26.3203","2.0779"
"603123.SH","翠微股份","2014-09-30","34.3345","11.8686","25.9509","2.0487"
"603123.SH","翠微股份","2014-10-10","34.3651","11.8792","25.9740","2.0505"
"603123.SH","翠微股份","2014-10-17","34.8844","12.0587","26.3665","2.0815"
"603123.SH","翠微股份","2014-10-24","32.1352","11.1084","24.2886","1.9175"
"603123.SH","翠微股份","2014-10-31","36.5387","12.3966","27.1053","2.1399"
"603123.SH","翠微股份","2014-11-07","51.0791","11.5096","37.8918","2.9914"
"603123.SH","翠微股份","2014-11-14","48.6892","10.9711","36.1189","2.8514"
"603123.SH","翠微股份","2014-11-21","51.7821","11.6680","38.4132","3.0326"
"603123.SH","翠微股份","2014-11-28","51.6883","11.6469","38.3437","3.0271"
"603123.SH","翠微股份","2014-12-05","57.1487","11.3935","42.3943","3.3469"
"603123.SH","翠微股份","2014-12-12","56.6720","11.2984","42.0407","3.3190"
"603123.SH","翠微股份","2014-12-19","58.5257","11.6680","43.4159","3.4275"
"603123.SH","翠微股份","2014-12-26","58.6846","11.6997","43.5337","3.4368"
"603123.SH","翠微股份","2014-12-31","56.9898","11.3618","33.9562","2.0255"
"603123.SH","翠微股份","2015-01-09","57.4135","11.4463","34.2087","2.0405"
"603123.SH","翠微股份","2015-01-16","55.7186","11.1084","33.1988","1.9803"
"603123.SH","翠微股份","2015-01-23","54.9242","10.9500","32.7254","1.9520"
"603123.SH","翠微股份","2015-01-30","56.5131","11.2668","33.6722","2.0085"
"603123.SH","翠微股份","2015-02-06","54.7653","10.9183","32.6308","1.9464"
"603123.SH","翠微股份","2015-02-13","55.4008","11.0450","33.0095","1.9690"
"603123.SH","翠微股份","2015-02-17","55.7716","11.1189","33.2304","1.9822"
"603123.SH","翠微股份","2015-02-27","57.5724","11.4780","34.3033","2.0462"
"603123.SH","翠微股份","2015-03-06","57.7313","11.5096","34.3980","2.0518"
"603123.SH","翠微股份","2015-03-13","61.1210","12.1854","36.4177","2.1723"
"603123.SH","翠微股份","2015-03-20","62.0214","12.3649","36.9542","2.2043"
"603123.SH","翠微股份","2015-03-27","64.0340","12.7662","38.1534","2.2758"
"603123.SH","翠微股份","2015-04-03","67.9005","13.5370","40.4571","2.4132"
"603123.SH","翠微股份","2015-04-10","70.0190","13.9594","41.7194","2.4885"
"603123.SH","翠微股份","2015-04-17","75.0507","14.9625","44.7174","2.6673"
"603123.SH","翠微股份","2015-04-24","42.2875","14.1495","42.2875","2.5224"
"603123.SH","翠微股份","2015-04-30","42.1691","13.9911","41.8141","2.4942"
"603123.SH","翠微股份","2015-05-08","39.8140","13.2097","39.4788","2.3549"
"603123.SH","翠微股份","2015-05-15","40.5142","13.4420","40.1731","2.3963"
"603123.SH","翠微股份","2015-05-22","45.1608","14.9836","44.7805","2.6711"
"603123.SH","翠微股份","2015-05-29","50.8576","16.8737","50.4294","3.0081"
"603123.SH","翠微股份","2015-06-05","53.5946","17.7818","53.1433","3.1699"
"603123.SH","翠微股份","2015-06-12","55.8542","18.5316","55.3839","3.3036"
"603123.SH","翠微股份","2015-06-19","47.8023","15.8601","47.3998","2.8274"
"603123.SH","翠微股份","2015-06-26","43.2830","14.3606","42.9186","2.5601"
"603123.SH","翠微股份","2015-07-03","32.0804","10.7705","31.8103","1.8975"
"603123.SH","翠微股份","2015-07-10","30.4254","10.2149","30.1693","1.7996"
"603123.SH","翠微股份","2015-07-17","35.0083","11.7535","34.7136","2.0706"
"603123.SH","翠微股份","2015-07-24","35.4221","11.8924","35.1238","2.0951"
"603123.SH","翠微股份","2015-07-31","31.5712","10.5995","31.3053","1.8673"
"603123.SH","翠微股份","2015-08-07","34.1809","11.4757","33.8931","2.0217"
"603123.SH","翠微股份","2015-08-14","37.5862","12.6190","37.2698","2.2231"
"603123.SH","翠微股份","2015-08-21","31.9212","10.7171","31.6525","1.8880"
"603123.SH","翠微股份","2015-08-26","28.7873","9.1891","27.1397","1.6189"
"603126.SH","中材节能","2014-08-01","23.1100","5.4800","24.5184","2.1734"
"603126.SH","中材节能","2014-08-08","37.1953","8.8200","39.4621","3.4981"
"603126.SH","中材节能","2014-08-15","49.1299","11.6500","52.1240","4.6206"
"603126.SH","中材节能","2014-08-22","67.2637","15.9500","71.3629","6.3260"
"603126.SH","中材节能","2014-08-29","61.1066","14.4900","64.8306","5.7469"
"603126.SH","中材节能","2014-09-05","64.6490","15.3300","68.5889","6.0801"
"603126.SH","中材节能","2014-09-12","64.3538","15.2600","68.2757","6.0523"
"603126.SH","中材节能","2014-09-19","61.6127","14.6100","65.3675","5.7945"
"603126.SH","中材节能","2014-09-26","60.6005","14.3700","64.2937","5.6993"
"603126.SH","中材节能","2014-09-30","61.0644","14.4800","64.7859","5.7430"
"603126.SH","中材节能","2014-10-10","61.6970","14.6300","65.4570","5.8025"
"603126.SH","中材节能","2014-10-17","59.4197","14.0900","63.0409","5.5883"
"603126.SH","中材节能","2014-10-24","59.4197","14.0900","63.0409","5.5883"
"603126.SH","中材节能","2014-10-31","64.2469","14.2400","63.7121","5.6478"
"603126.SH","中材节能","2014-11-07","76.6541","16.9900","76.0160","6.7385"
"603126.SH","中材节能","2014-11-14","75.8871","16.8200","75.2554","6.6710"
"603126.SH","中材节能","2014-11-21","73.9471","16.3900","73.3315","6.5005"
"603126.SH","中材节能","2014-11-28","73.6312","16.3200","73.0183","6.4727"
"603126.SH","中材节能","2014-12-05","70.8340","15.7000","70.2443","6.2268"
"603126.SH","中材节能","2014-12-12","74.3531","16.4800","73.7342","6.5362"
"603126.SH","中材节能","2014-12-19","71.1047","15.7600","70.5128","6.2506"
"603126.SH","中材节能","2014-12-26","67.8562","15.0400","67.2914","5.9651"
"603126.SH","中材节能","2014-12-31","65.1041","14.4300","55.1904","4.5191"
"603126.SH","中材节能","2015-01-09","65.4650","14.5100","55.4964","4.5441"
"603126.SH","中材节能","2015-01-16","65.6455","14.5500","55.6494","4.5566"
"603126.SH","中材节能","2015-01-23","67.4051","14.9400","57.1410","4.6788"
"603126.SH","中材节能","2015-01-30","66.3223","14.7000","56.2231","4.6036"
"603126.SH","中材节能","2015-02-06","63.3445","14.0400","53.6988","4.3969"
"603126.SH","中材节能","2015-02-13","65.9613","14.6200","55.9171","4.5786"
"603126.SH","中材节能","2015-02-17","66.0967","14.6500","56.0318","4.5880"
"603126.SH","中材节能","2015-02-27","71.5107","15.8500","60.6215","4.9638"
"603126.SH","中材节能","2015-03-06","73.4959","16.2900","62.3043","5.1016"
"603126.SH","中材节能","2015-03-13","71.5558","15.8600","60.6597","4.9669"
"603126.SH","中材节能","2015-03-20","75.3908","16.7100","63.9107","5.2331"
"603126.SH","中材节能","2015-03-27","65.2494","17.0600","65.2494","5.3427"
"603126.SH","中材节能","2015-04-03","76.3792","19.9700","76.3792","6.2540"
"603126.SH","中材节能","2015-04-10","74.4669","19.4700","74.4669","6.0974"
"603126.SH","中材节能","2015-04-17","74.8876","19.5800","74.8876","6.1319"
"603126.SH","中材节能","2015-04-24","85.8645","22.4500","85.8645","7.0307"
"603126.SH","中材节能","2015-04-30","82.1102","21.0600","80.5481","6.5954"
"603126.SH","中材节能","2015-05-08","83.2799","21.3600","81.6956","6.6893"
"603126.SH","中材节能","2015-05-15","89.6351","22.9900","87.9298","7.1998"
"603126.SH","中材节能","2015-05-22","112.8723","29.0381","110.7250","9.0663"
"603126.SH","中材节能","2015-05-29","137.4352","35.3573","134.8206","11.0393"
"603126.SH","中材节能","2015-06-05","131.7039","33.8828","129.1983","10.5789"
"603126.SH","中材节能","2015-06-12","133.2829","34.2891","130.7473","10.7058"
"603126.SH","中材节能","2015-06-19","106.6731","27.4433","104.6437","8.5684"
"603126.SH","中材节能","2015-06-26","94.6841","24.3589","92.8828","7.6054"
"603126.SH","中材节能","2015-07-03","66.9631","17.2273","65.6892","5.3787"
"603126.SH","中材节能","2015-07-10","69.2440","17.8141","67.9266","5.5619"
"603126.SH","中材节能","2015-07-17","76.6128","19.7098","75.1553","6.1538"
"603126.SH","中材节能","2015-07-24","92.5787","23.8173","90.8175","7.4363"
"603126.SH","中材节能","2015-07-31","80.3558","20.6727","78.8270","6.4545"
"603126.SH","中材节能","2015-08-07","79.6540","20.4922","78.1386","6.3981"
"603126.SH","中材节能","2015-08-14","113.1648","29.1134","111.0119","9.0898"
"603126.SH","中材节能","2015-08-21","86.9643","22.3729","85.3099","6.9853"
"603126.SH","中材节能","2015-08-26","75.3104","16.3095","62.1896","5.0922"
"603128.SH","华贸物流","2012-06-01","30.8862","7.9800","30.8862","5.4689"
"603128.SH","华贸物流","2012-06-08","28.8348","7.4500","28.8348","5.1057"
"603128.SH","华贸物流","2012-06-15","27.9446","7.2200","27.9446","4.9481"
"603128.SH","华贸物流","2012-06-21","28.7574","7.4300","28.7574","5.0920"
"603128.SH","华贸物流","2012-06-29","26.9770","6.9700","26.9770","4.7767"
"603128.SH","华贸物流","2012-07-06","25.6611","6.6300","25.6611","4.5437"
"603128.SH","华贸物流","2012-07-13","25.6224","6.6200","25.6224","4.5369"
"603128.SH","华贸物流","2012-07-20","24.0742","6.2200","24.0742","4.2627"
"603128.SH","华贸物流","2012-07-27","23.6484","6.1100","23.6484","4.1873"
"603128.SH","华贸物流","2012-08-03","23.4549","6.0600","23.4549","4.1531"
"603128.SH","华贸物流","2012-08-10","24.3451","6.2900","24.3451","4.3107"
"603128.SH","华贸物流","2012-08-17","23.2614","6.0100","23.2614","4.1188"
"603128.SH","华贸物流","2012-08-24","25.6998","6.6400","25.6998","4.5506"
"603128.SH","华贸物流","2012-08-31","28.2999","6.4200","24.8483","4.3998"
"603128.SH","华贸物流","2012-09-07","29.9309","6.7900","26.2803","4.6534"
"603128.SH","华贸物流","2012-09-14","29.1374","6.6100","25.5836","4.5300"
"603128.SH","华贸物流","2012-09-21","26.7571","6.0700","23.4936","4.1599"
"603128.SH","华贸物流","2012-09-28","27.0215","6.1300","23.7258","4.2011"
"603128.SH","华贸物流","2012-10-12","27.3742","6.2100","24.0355","4.2559"
"603128.SH","华贸物流","2012-10-19","27.9913","6.3500","24.5773","4.3518"
"603128.SH","华贸物流","2012-10-26","27.2628","5.9100","22.8743","4.0503"
"603128.SH","华贸物流","2012-11-02","28.3238","6.1400","23.7645","4.2079"
"603128.SH","华贸物流","2012-11-09","27.0783","5.8700","22.7195","4.0229"
"603128.SH","华贸物流","2012-11-16","26.0173","5.6400","21.8293","3.8652"
"603128.SH","华贸物流","2012-11-23","26.2480","5.6900","22.0228","3.8995"
"603128.SH","华贸物流","2012-11-30","23.5263","5.1000","19.7393","3.4952"
"603128.SH","华贸物流","2012-12-07","24.1721","5.2400","20.2811","3.5911"
"603128.SH","华贸物流","2012-12-14","26.0173","5.6400","21.8293","3.8652"
"603128.SH","华贸物流","2012-12-21","27.2628","5.9100","22.8743","4.0503"
"603128.SH","华贸物流","2012-12-28","29.0158","6.2900","24.3451","4.3107"
"603128.SH","华贸物流","2013-01-04","28.7390","6.2300","32.7085","2.0081"
"603128.SH","华贸物流","2013-01-11","28.2316","6.1200","32.1310","1.9727"
"603128.SH","华贸物流","2013-01-18","28.8774","6.2600","32.8660","2.0178"
"603128.SH","华贸物流","2013-01-25","27.1245","5.8800","30.8709","1.8953"
"603128.SH","华贸物流","2013-02-01","28.3238","6.1400","32.2360","1.9791"
"603128.SH","华贸物流","2013-02-08","29.2003","6.3300","33.2335","2.0404"
"603128.SH","华贸物流","2013-02-22","27.9548","6.0600","31.8159","1.9533"
"603128.SH","华贸物流","2013-03-01","28.8313","6.2500","32.8135","2.0146"
"603128.SH","华贸物流","2013-03-08","29.3848","6.3700","33.4435","2.0532"
"603128.SH","华贸物流","2013-03-15","27.7241","6.0100","31.5534","1.9372"
"603128.SH","华贸物流","2013-03-22","27.5396","5.9700","31.3434","1.9243"
"603128.SH","华贸物流","2013-03-29","26.1557","5.6700","29.7684","1.8276"
"603128.SH","华贸物流","2013-04-03","25.5099","5.5300","29.0334","1.7825"
"603128.SH","华贸物流","2013-04-12","26.3864","5.7200","30.0309","1.8437"
"603128.SH","华贸物流","2013-04-19","32.6769","5.7500","30.1884","1.8534"
"603128.SH","华贸物流","2013-04-26","30.2333","5.3200","27.9308","1.7148"
"603128.SH","华贸物流","2013-05-03","30.9152","5.4400","28.5608","1.7535"
"603128.SH","华贸物流","2013-05-10","32.1655","5.6600","29.7159","1.8244"
"603128.SH","华贸物流","2013-05-17","32.4496","5.7100","29.9784","1.8405"
"603128.SH","华贸物流","2013-05-24","34.0408","5.9900","31.4484","1.9308"
"603128.SH","华贸物流","2013-05-31","38.7577","6.8200","35.8061","2.1983"
"603128.SH","华贸物流","2013-06-07","34.4386","6.0600","31.8159","1.9533"
"603128.SH","华贸物流","2013-06-14","32.9611","5.8000","30.4509","1.8695"
"603128.SH","华贸物流","2013-06-21","31.5403","5.5500","29.1384","1.7889"
"603128.SH","华贸物流","2013-06-28","28.3011","4.9800","26.1458","1.6052"
"603128.SH","华贸物流","2013-07-05","32.2791","5.6800","29.8209","1.8308"
"603128.SH","华贸物流","2013-07-12","32.2223","5.6700","29.7684","1.8276"
"603128.SH","华贸物流","2013-07-19","30.9720","5.4500","28.6133","1.7567"
"603128.SH","华贸物流","2013-07-26","30.0628","5.3674","27.7733","1.7051"
"603128.SH","华贸物流","2013-08-02","30.2901","5.4080","27.9833","1.7180"
"603128.SH","华贸物流","2013-08-09","31.4835","5.6210","29.0859","1.7857"
"603128.SH","华贸物流","2013-08-16","32.3928","5.7834","29.9259","1.8373"
"603128.SH","华贸物流","2013-08-23","44.2133","7.8938","40.8462","2.5077"
"603128.SH","华贸物流","2013-08-30","75.5779","12.7234","65.8369","4.0420"
"603128.SH","华贸物流","2013-09-06","103.2416","17.3805","89.9352","5.5215"
"603128.SH","华贸物流","2013-09-13","98.2392","16.5384","85.5775","5.2540"
"603128.SH","华贸物流","2013-09-18","99.8062","16.8022","86.9426","5.3378"
"603128.SH","华贸物流","2013-09-27","82.0267","13.8090","71.4546","4.3869"
"603128.SH","华贸物流","2013-09-30","83.9553","14.1337","73.1347","4.4901"
"603128.SH","华贸物流","2013-10-11","91.6096","15.4223","79.8024","4.8994"
"603128.SH","华贸物流","2013-10-18","73.1102","13.1800","68.1995","4.1871"
"603128.SH","华贸物流","2013-10-25","69.1705","12.4697","64.5244","3.9614"
"603128.SH","华贸物流","2013-11-01","73.6730","13.2814","68.7245","4.2193"
"603128.SH","华贸物流","2013-11-08","70.4087","12.6930","65.6794","4.0324"
"603128.SH","华贸物流","2013-11-15","64.9493","11.7088","60.5868","3.7197"
"603128.SH","华贸物流","2013-11-22","67.0318","12.0842","62.5294","3.8390"
"603128.SH","华贸物流","2013-11-29","69.3956","12.5103","64.7344","3.9743"
"603128.SH","华贸物流","2013-12-06","67.5946","12.1856","63.0544","3.8712"
"603128.SH","华贸物流","2013-12-13","65.0619","11.7291","60.6918","3.7261"
"603128.SH","华贸物流","2013-12-20","62.1352","11.2015","57.9617","3.5585"
"603128.SH","华贸物流","2013-12-27","61.1784","11.0290","57.0692","3.5037"
"603128.SH","华贸物流","2014-01-03","59.1523","10.6637","51.6999","3.2575"
"603128.SH","华贸物流","2014-01-10","60.1654","10.8463","52.5854","3.3133"
"603128.SH","华贸物流","2014-01-17","59.3211","10.6941","51.8475","3.2668"
"603128.SH","华贸物流","2014-01-24","65.9061","11.8813","57.6029","3.6294"
"603128.SH","华贸物流","2014-01-30","74.1796","13.3728","64.8340","4.0850"
"603128.SH","华贸物流","2014-02-07","73.2228","13.2003","63.9977","4.0323"
"603128.SH","华贸物流","2014-02-14","73.2228","13.2003","63.9977","4.0323"
"603128.SH","华贸物流","2014-02-21","71.6469","12.9162","62.6204","3.9456"
"603128.SH","华贸物流","2014-02-28","61.6850","11.1203","53.9135","3.3970"
"603128.SH","华贸物流","2014-03-07","61.9664","11.1710","54.1595","3.4125"
"603128.SH","华贸物流","2014-03-14","56.9573","10.2680","49.7815","3.1366"
"603128.SH","华贸物流","2014-03-21","57.8578","10.4303","50.5685","3.1862"
"603128.SH","华贸物流","2014-03-28","60.0528","10.8261","52.4870","3.3071"
"603128.SH","华贸物流","2014-04-04","57.7452","10.4101","50.4702","3.1800"
"603128.SH","华贸物流","2014-04-11","60.0528","10.8261","52.4870","3.3071"
